go_id	go_term_name
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
GO:0006655	phosphatidylglycerol biosynthetic process
GO:0045995	regulation of embryonic development
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity
GO:0015936	coenzyme A metabolic process
GO:0000120	RNA polymerase I transcription regulator complex
GO:0046189	phenol-containing compound biosynthetic process
GO:1901162	primary amino compound biosynthetic process
GO:0006659	phosphatidylserine biosynthetic process
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity
GO:0036293	response to decreased oxygen levels
GO:0072686	mitotic spindle
GO:0045841	negative regulation of mitotic metaphase/anaphase transition
GO:0004362	glutathione-disulfide reductase (NADPH) activity
GO:0051315	attachment of mitotic spindle microtubules to kinetochore
GO:0035312	5'-3' DNA exonuclease activity
GO:0042594	response to starvation
GO:1904667	negative regulation of ubiquitin protein ligase activity
GO:0051783	regulation of nuclear division
GO:0006541	glutamine metabolic process
GO:0042555	MCM complex
GO:0005673	transcription factor TFIIE complex
GO:0010093	specification of floral organ identity
GO:0004455	ketol-acid reductoisomerase activity
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity
GO:0009311	oligosaccharide metabolic process
GO:0006487	protein N-linked glycosylation
GO:0015926	glucosidase activity
GO:0005664	nuclear origin of replication recognition complex
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity
GO:0003916	DNA topoisomerase activity
GO:0006691	leukotriene metabolic process
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity
GO:0009411	response to UV
GO:0004775	succinate-CoA ligase (ADP-forming) activity
GO:0004326	tetrahydrofolylpolyglutamate synthase activity
GO:0009396	folic acid-containing compound biosynthetic process
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
GO:0016833	oxo-acid-lyase activity
GO:0006307	DNA alkylation repair
GO:0004733	pyridoxamine phosphate oxidase activity
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0052856	NAD(P)HX epimerase activity
GO:0050502	cis-zeatin O-beta-D-glucosyltransferase activity
GO:0080036	regulation of cytokinin-activated signaling pathway
GO:0048830	adventitious root development
GO:0009089	lysine biosynthetic process via diaminopimelate
GO:0009085	lysine biosynthetic process
GO:0019877	diaminopimelate biosynthetic process
GO:0004378	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity
GO:0102704	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity
GO:0005337	nucleoside transmembrane transporter activity
GO:1901642	nucleoside transmembrane transport
GO:0015858	nucleoside transport
GO:0031931	TORC1 complex
GO:0009234	menaquinone biosynthetic process
GO:0003689	DNA clamp loader activity
GO:0005663	DNA replication factor C complex
GO:0047429	nucleoside triphosphate diphosphatase activity
GO:0009143	nucleoside triphosphate catabolic process
GO:0047840	dCTP diphosphatase activity
GO:0006253	dCTP catabolic process
GO:0004888	transmembrane signaling receptor activity
GO:0004485	methylcrotonoyl-CoA carboxylase activity
GO:0005770	late endosome
GO:0055037	recycling endosome
GO:0046621	negative regulation of organ growth
GO:0046408	chlorophyll synthetase activity
GO:0090228	positive regulation of red or far-red light signaling pathway
GO:0043457	regulation of cellular respiration
GO:0005996	monosaccharide metabolic process
GO:0000012	single strand break repair
GO:0004479	methionyl-tRNA formyltransferase activity
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0120013	lipid transfer activity
GO:0120014	phospholipid transfer activity
GO:0120016	sphingolipid transfer activity
GO:0015631	tubulin binding
GO:0007023	post-chaperonin tubulin folding pathway
GO:0045488	pectin metabolic process
GO:0006829	zinc ion transport
GO:0006882	intracellular zinc ion homeostasis
GO:0046914	transition metal ion binding
GO:1901671	positive regulation of superoxide dismutase activity
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity
GO:0009083	branched-chain amino acid catabolic process
GO:0004124	cysteine synthase activity
GO:0005347	ATP transmembrane transporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0034979	NAD-dependent protein lysine deacetylase activity
GO:0016072	rRNA metabolic process
GO:1904812	rRNA acetylation involved in maturation of SSU-rRNA
GO:0000154	rRNA modification
GO:1990883	rRNA cytidine N-acetyltransferase activity
GO:0051391	tRNA acetylation
GO:0070847	core mediator complex
GO:0008199	ferric iron binding
GO:0043047	single-stranded telomeric DNA binding
GO:1902065	response to L-glutamate
GO:1990745	EARP complex
GO:0016120	carotene biosynthetic process
GO:0004311	farnesyltranstransferase activity
GO:0046905	15-cis-phytoene synthase activity
GO:0046907	intracellular transport
GO:0030897	HOPS complex
GO:0034058	endosomal vesicle fusion
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity
GO:1904659	D-glucose transmembrane transport
GO:0016180	snRNA processing
GO:0000056	ribosomal small subunit export from nucleus
GO:0004334	fumarylacetoacetase activity
GO:0009072	aromatic amino acid metabolic process
GO:0005262	calcium channel activity
GO:0015662	P-type ion transporter activity
GO:0016918	retinal binding
GO:0006883	intracellular sodium ion homeostasis
GO:0009644	response to high light intensity
GO:0010286	heat acclimation
GO:0030644	intracellular chloride ion homeostasis
GO:0050826	response to freezing
GO:1901562	response to paraquat
GO:1902884	positive regulation of response to oxidative stress
GO:0009898	cytoplasmic side of plasma membrane
GO:0005094	Rho GDP-dissociation inhibitor activity
GO:0007266	Rho protein signal transduction
GO:1903338	regulation of cell wall organization or biogenesis
GO:0016116	carotenoid metabolic process
GO:0045271	respiratory chain complex I
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity
GO:0008453	alanine-glyoxylate transaminase activity
GO:0047958	glycine:2-oxoglutarate aminotransferase activity
GO:0010283	pinoresinol reductase activity
GO:0009807	lignan biosynthetic process
GO:0007062	sister chromatid cohesion
GO:0010212	response to ionizing radiation
GO:0033314	mitotic DNA replication checkpoint signaling
GO:1990547	mitochondrial phosphate ion transmembrane transport
GO:0006970	response to osmotic stress
GO:0034511	U3 snoRNA binding
GO:0000323	lytic vacuole
GO:0070939	Dsl1/NZR complex
GO:0098813	nuclear chromosome segregation
GO:1901991	negative regulation of mitotic cell cycle phase transition
GO:0004802	transketolase activity
GO:0030124	AP-4 adaptor complex
GO:0000107	imidazoleglycerol-phosphate synthase activity
GO:0007154	cell communication
GO:0006654	phosphatidic acid biosynthetic process
GO:0005049	nuclear export signal receptor activity
GO:0051169	nuclear transport
GO:0051168	nuclear export
GO:0006611	protein export from nucleus
GO:0006409	tRNA export from nucleus
GO:0048658	anther wall tapetum development
GO:1990229	iron-sulfur cluster assembly complex
GO:0007030	Golgi organization
GO:0035825	homologous recombination
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity
GO:0016920	pyroglutamyl-peptidase activity
GO:0004832	valine-tRNA ligase activity
GO:0006438	valyl-tRNA aminoacylation
GO:0007021	tubulin complex assembly
GO:0048487	beta-tubulin binding
GO:0001530	lipopolysaccharide binding
GO:1903409	reactive oxygen species biosynthetic process
GO:0003861	3-isopropylmalate dehydratase activity
GO:0043436	oxoacid metabolic process
GO:0010605	negative regulation of macromolecule metabolic process
GO:0010604	positive regulation of macromolecule metabolic process
GO:0043488	regulation of mRNA stability
GO:0010207	photosystem II assembly
GO:0019150	D-ribulokinase activity
GO:0008515	sucrose transmembrane transporter activity
GO:0046922	peptide-O-fucosyltransferase activity
GO:0004860	protein kinase inhibitor activity
GO:0030123	AP-3 adaptor complex
GO:0047724	inosine nucleosidase activity
GO:0006152	purine nucleoside catabolic process
GO:0042454	ribonucleoside catabolic process
GO:0000902	cell morphogenesis
GO:0009062	fatty acid catabolic process
GO:0010277	chlorophyllide a oxygenase activity
GO:0071454	cellular response to anoxia
GO:0004029	aldehyde dehydrogenase (NAD+) activity
GO:0004814	arginine-tRNA ligase activity
GO:0006420	arginyl-tRNA aminoacylation
GO:0000445	THO complex part of transcription export complex
GO:0004555	alpha,alpha-trehalase activity
GO:0015976	carbon utilization
GO:0006729	tetrahydrobiopterin biosynthetic process
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0000811	GINS complex
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
GO:0047641	aldose-6-phosphate reductase (NADPH) activity
GO:0050307	sucrose-phosphate phosphatase activity
GO:0015386	potassium:proton antiporter activity
GO:0005784	Sec61 translocon complex
GO:0047793	cycloeucalenol cycloisomerase activity
GO:0030620	U2 snRNA binding
GO:0030010	establishment of cell polarity
GO:0006369	termination of RNA polymerase II transcription
GO:0000993	RNA polymerase II complex binding
GO:0010206	photosystem II repair
GO:0043043	peptide biosynthetic process
GO:0019408	dolichol biosynthetic process
GO:1904423	dehydrodolichyl diphosphate synthase complex
GO:0016744	transketolase or transaldolase activity
GO:0019682	glyceraldehyde-3-phosphate metabolic process
GO:0045900	negative regulation of translational elongation
GO:0006106	fumarate metabolic process
GO:0004333	fumarate hydratase activity
GO:0051262	protein tetramerization
GO:0004353	glutamate dehydrogenase [NAD(P)+] activity
GO:0030259	lipid glycosylation
GO:2001006	regulation of cellulose biosynthetic process
GO:0051211	anisotropic cell growth
GO:0070988	demethylation
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
GO:0048438	floral whorl development
GO:0004376	glycolipid mannosyltransferase activity
GO:0000009	alpha-1,6-mannosyltransferase activity
GO:1904047	S-adenosyl-L-methionine binding
GO:0000455	enzyme-directed rRNA pseudouridine synthesis
GO:0004535	poly(A)-specific ribonuclease activity
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity
GO:0005982	starch metabolic process
GO:0019786	protein-phosphatidylethanolamide deconjugating activity
GO:0071423	malate transmembrane transport
GO:0015140	malate transmembrane transporter activity
GO:0004019	adenylosuccinate synthase activity
GO:0044208	'de novo' AMP biosynthetic process
GO:0003934	GTP cyclohydrolase I activity
GO:0042559	pteridine-containing compound biosynthetic process
GO:0008478	pyridoxal kinase activity
GO:0009443	pyridoxal 5'-phosphate salvage
GO:0042816	vitamin B6 metabolic process
GO:0051983	regulation of chromosome segregation
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
GO:0030007	intracellular potassium ion homeostasis
GO:0071257	cellular response to electrical stimulus
GO:0097623	potassium ion export across plasma membrane
GO:1990573	potassium ion import across plasma membrane
GO:0009786	regulation of asymmetric cell division
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0017076	purine nucleotide binding
GO:0004611	phosphoenolpyruvate carboxykinase activity
GO:0035101	FACT complex
GO:0008023	transcription elongation factor complex
GO:0000731	DNA synthesis involved in DNA repair
GO:0003883	CTP synthase activity
GO:0044210	'de novo' CTP biosynthetic process
GO:0033549	MAP kinase phosphatase activity
GO:0043407	negative regulation of MAP kinase activity
GO:0004096	catalase activity
GO:0032196	transposition
GO:0008290	F-actin capping protein complex
GO:0051016	barbed-end actin filament capping
GO:0004377	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity
GO:0043190	ATP-binding cassette (ABC) transporter complex
GO:0002943	tRNA dihydrouridine synthesis
GO:0051276	chromosome organization
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage
GO:0033567	DNA replication, Okazaki fragment processing
GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0004163	diphosphomevalonate decarboxylase activity
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:0003913	DNA photolyase activity
GO:0042180	ketone metabolic process
GO:1900458	negative regulation of brassinosteroid mediated signaling pathway
GO:0004357	glutamate-cysteine ligase activity
GO:0042398	modified amino acid biosynthetic process
GO:0004631	phosphomevalonate kinase activity
GO:0006721	terpenoid metabolic process
GO:0098807	chloroplast thylakoid membrane protein complex
GO:0009755	hormone-mediated signaling pathway
GO:0101005	deubiquitinase activity
GO:0006997	nucleus organization
GO:0005652	nuclear lamina
GO:1902584	positive regulation of response to water deprivation
GO:0004853	uroporphyrinogen decarboxylase activity
GO:0004484	mRNA guanylyltransferase activity
GO:0140818	mRNA 5'-triphosphate monophosphatase activity
GO:0061775	cohesin loader activity
GO:0061617	MICOS complex
GO:0043068	positive regulation of programmed cell death
GO:0004375	glycine dehydrogenase (decarboxylating) activity
GO:0006544	glycine metabolic process
GO:0050665	hydrogen peroxide biosynthetic process
GO:0015030	Cajal body
GO:0004417	hydroxyethylthiazole kinase activity
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity
GO:0042181	ketone biosynthetic process
GO:0005674	transcription factor TFIIF complex
GO:0048578	positive regulation of long-day photoperiodism, flowering
GO:0002151	G-quadruplex RNA binding
GO:0071339	MLL1 complex
GO:0000796	condensin complex
GO:0007076	mitotic chromosome condensation
GO:0048316	seed development
GO:0032955	regulation of division septum assembly
GO:0000124	SAGA complex
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0009450	gamma-aminobutyric acid catabolic process
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0031386	protein tag activity
GO:0019941	modification-dependent protein catabolic process
GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
GO:0010280	UDP-L-rhamnose synthase activity
GO:0010253	UDP-rhamnose biosynthetic process
GO:0001659	temperature homeostasis
GO:0010114	response to red light
GO:0071244	cellular response to carbon dioxide
GO:1902456	regulation of stomatal opening
GO:0160215	deacylase activity
GO:0031982	vesicle
GO:0080155	regulation of double fertilization forming a zygote and endosperm
GO:2000008	regulation of protein localization to cell surface
GO:0006996	organelle organization
GO:0019750	chloroplast localization
GO:0006479	protein methylation
GO:0008276	protein methyltransferase activity
GO:0005319	lipid transporter activity
GO:0008203	cholesterol metabolic process
GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity
GO:0004425	indole-3-glycerol-phosphate synthase activity
GO:0051060	pullulanase activity
GO:0010587	miRNA catabolic process
GO:0018580	nitronate monooxygenase activity
GO:0042162	telomeric DNA binding
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity
GO:0010115	regulation of abscisic acid biosynthetic process
GO:0006893	Golgi to plasma membrane transport
GO:0016972	thiol oxidase activity
GO:0016971	flavin-dependent sulfhydryl oxidase activity
GO:0015377	chloride:monoatomic cation symporter activity
GO:0015379	potassium:chloride symporter activity
GO:0042255	ribosome assembly
GO:0030041	actin filament polymerization
GO:0030684	preribosome
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
GO:0019985	translesion synthesis
GO:0010190	cytochrome b6f complex assembly
GO:0005655	nucleolar ribonuclease P complex
GO:0051879	Hsp90 protein binding
GO:0005838	proteasome regulatory particle
GO:0007292	female gamete generation
GO:0048232	male gamete generation
GO:0004014	adenosylmethionine decarboxylase activity
GO:0006597	spermine biosynthetic process
GO:0006482	protein demethylation
GO:0051723	protein methylesterase activity
GO:0019354	siroheme biosynthetic process
GO:0004851	uroporphyrin-III C-methyltransferase activity
GO:1900034	regulation of cellular response to heat
GO:0031932	TORC2 complex
GO:0000375	RNA splicing, via transesterification reactions
GO:0046577	long-chain-alcohol oxidase activity
GO:2000012	regulation of auxin polar transport
GO:0043023	ribosomal large subunit binding
GO:0080122	AMP transmembrane transporter activity
GO:0080121	AMP transport
GO:0090627	plant epidermal cell differentiation
GO:0090698	post-embryonic plant morphogenesis
GO:1901987	regulation of cell cycle phase transition
GO:0030139	endocytic vesicle
GO:0030150	protein import into mitochondrial matrix
GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
GO:0005732	sno(s)RNA-containing ribonucleoprotein complex
GO:0000493	box H/ACA snoRNP assembly
GO:0043564	Ku70:Ku80 complex
GO:0004846	urate oxidase activity
GO:0006144	purine nucleobase metabolic process
GO:0016906	sterol 3-beta-glucosyltransferase activity
GO:0010154	fruit development
GO:0008278	cohesin complex
GO:0008266	poly(U) RNA binding
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity
GO:0097367	carbohydrate derivative binding
GO:0003352	regulation of cilium movement
GO:0006878	intracellular copper ion homeostasis
GO:0008535	respiratory chain complex IV assembly
GO:0000245	spliceosomal complex assembly
GO:0032469	endoplasmic reticulum calcium ion homeostasis
GO:0071365	cellular response to auxin stimulus
GO:0004055	argininosuccinate synthase activity
GO:0006376	mRNA splice site recognition
GO:0090575	RNA polymerase II transcription regulator complex
GO:0080048	GDP-D-glucose phosphorylase activity
GO:0042626	ATPase-coupled transmembrane transporter activity
GO:1902417	(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity
GO:1902418	(+)-abscisic acid D-glucopyranosyl ester transmembrane transport
GO:0042800	histone H3K4 methyltransferase activity
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity
GO:0051751	alpha-1,4-mannosyltransferase activity
GO:0005965	protein farnesyltransferase complex
GO:0004660	protein farnesyltransferase activity
GO:0097354	prenylation
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity
GO:0006011	UDP-alpha-D-glucose metabolic process
GO:0070569	uridylyltransferase activity
GO:0052543	callose deposition in cell wall
GO:0043240	Fanconi anaemia nuclear complex
GO:0009741	response to brassinosteroid
GO:0009826	unidimensional cell growth
GO:0003987	acetate-CoA ligase activity
GO:0019427	acetyl-CoA biosynthetic process from acetate
GO:0180022	RQC-trigger complex
GO:0031119	tRNA pseudouridine synthesis
GO:0004791	thioredoxin-disulfide reductase (NADPH) activity
GO:0042753	positive regulation of circadian rhythm
GO:0051741	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity
GO:0080054	low-affinity nitrate transmembrane transporter activity
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0035252	UDP-xylosyltransferase activity
GO:0080050	regulation of seed development
GO:0009264	deoxyribonucleotide catabolic process
GO:0008253	5'-nucleotidase activity
GO:0034457	Mpp10 complex
GO:0019156	isoamylase activity
GO:0004371	glycerone kinase activity
GO:0046294	formaldehyde catabolic process
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity
GO:0006995	cellular response to nitrogen starvation
GO:0008240	tripeptidyl-peptidase activity
GO:0004412	homoserine dehydrogenase activity
GO:0009067	aspartate family amino acid biosynthetic process
GO:0010183	pollen tube guidance
GO:0090404	pollen tube tip
GO:0051923	sulfation
GO:0019789	SUMO transferase activity
GO:0046554	L-malate dehydrogenase (NADP+) activity
GO:0004413	homoserine kinase activity
GO:0006566	threonine metabolic process
GO:1990112	RQC complex
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
GO:0046514	ceramide catabolic process
GO:0015228	coenzyme A transmembrane transporter activity
GO:1990559	mitochondrial coenzyme A transmembrane transport
GO:0046522	S-methyl-5-thioribose kinase activity
GO:0070013	intracellular organelle lumen
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex
GO:0031314	extrinsic component of mitochondrial inner membrane
GO:0042558	pteridine-containing compound metabolic process
GO:0097602	cullin family protein binding
GO:0000813	ESCRT I complex
GO:0005452	solute:inorganic anion antiporter activity
GO:0006820	monoatomic anion transport
GO:0010104	regulation of ethylene-activated signaling pathway
GO:0032784	regulation of DNA-templated transcription elongation
GO:0006537	glutamate biosynthetic process
GO:0015930	glutamate synthase activity
GO:0019676	ammonia assimilation cycle
GO:0048589	developmental growth
GO:0061542	3-demethylubiquinol-n 3-O-methyltransferase activity
GO:0043546	molybdopterin cofactor binding
GO:0050464	nitrate reductase (NADPH) activity
GO:0006809	nitric oxide biosynthetic process
GO:0008940	nitrate reductase activity
GO:0042126	nitrate metabolic process
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity
GO:0019210	kinase inhibitor activity
GO:0004160	dihydroxy-acid dehydratase activity
GO:0004335	galactokinase activity
GO:0051743	red chlorophyll catabolite reductase activity
GO:0046027	phospholipid:diacylglycerol acyltransferase activity
GO:0042023	DNA endoreduplication
GO:0055075	potassium ion homeostasis
GO:0035303	regulation of dephosphorylation
GO:0048255	mRNA stabilization
GO:0004823	leucine-tRNA ligase activity
GO:0006429	leucyl-tRNA aminoacylation
GO:0052866	phosphatidylinositol phosphate phosphatase activity
GO:0034975	protein folding in endoplasmic reticulum
GO:0003999	adenine phosphoribosyltransferase activity
GO:0006168	adenine salvage
GO:0006166	purine ribonucleoside salvage
GO:0004198	calcium-dependent cysteine-type endopeptidase activity
GO:2000011	regulation of adaxial/abaxial pattern formation
GO:2000024	regulation of leaf development
GO:0005740	mitochondrial envelope
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
GO:0043087	regulation of GTPase activity
GO:0004747	ribokinase activity
GO:0006014	D-ribose metabolic process
GO:0044548	S100 protein binding
GO:0019761	glucosinolate biosynthetic process
GO:0048306	calcium-dependent protein binding
GO:0035246	peptidyl-arginine N-methylation
GO:0045182	translation regulator activity
GO:0045038	protein import into chloroplast thylakoid membrane
GO:0004657	proline dehydrogenase activity
GO:0006562	proline catabolic process
GO:0008175	tRNA methyltransferase activity
GO:0002128	tRNA nucleoside ribose methylation
GO:0002181	cytoplasmic translation
GO:0006525	arginine metabolic process
GO:0016480	negative regulation of transcription by RNA polymerase III
GO:0004476	mannose-6-phosphate isomerase activity
GO:0033591	response to L-ascorbic acid
GO:0046686	response to cadmium ion
GO:2000142	regulation of DNA-templated transcription initiation
GO:0016987	sigma factor activity
GO:0003856	3-dehydroquinate synthase activity
GO:0009423	chorismate biosynthetic process
GO:0031110	regulation of microtubule polymerization or depolymerization
GO:1902903	regulation of supramolecular fiber organization
GO:0023052	signaling
GO:0016504	peptidase activator activity
GO:0004821	histidine-tRNA ligase activity
GO:0006427	histidyl-tRNA aminoacylation
GO:0071398	cellular response to fatty acid
GO:0015245	fatty acid transmembrane transporter activity
GO:0015908	fatty acid transport
GO:0015562	efflux transmembrane transporter activity
GO:0080051	cutin transport
GO:0003688	DNA replication origin binding
GO:0004141	dethiobiotin synthase activity
GO:0009102	biotin biosynthetic process
GO:0019478	D-amino acid catabolic process
GO:0006283	transcription-coupled nucleotide-excision repair
GO:0033862	UMP kinase activity
GO:0008139	nuclear localization sequence binding
GO:1902555	endoribonuclease complex
GO:0006778	porphyrin-containing compound metabolic process
GO:0010017	red or far-red light signaling pathway
GO:0009341	beta-galactosidase complex
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity
GO:0010558	negative regulation of macromolecule biosynthetic process
GO:0010229	inflorescence development
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0031491	nucleosome binding
GO:0008143	poly(A) binding
GO:0010087	phloem or xylem histogenesis
GO:0050163	oxaloacetate tautomerase activity
GO:0006107	oxaloacetate metabolic process
GO:0008120	ceramide glucosyltransferase activity
GO:0015204	urea transmembrane transporter activity
GO:0071918	urea transmembrane transport
GO:0051205	protein insertion into membrane
GO:0010557	positive regulation of macromolecule biosynthetic process
GO:0004789	thiamine-phosphate diphosphorylase activity
GO:0016832	aldehyde-lyase activity
GO:0055062	phosphate ion homeostasis
GO:0031515	tRNA (m1A) methyltransferase complex
GO:0006784	heme A biosynthetic process
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0015450	protein-transporting ATPase activity
GO:0101031	protein folding chaperone complex
GO:0042781	3'-tRNA processing endoribonuclease activity
GO:0060090	molecular adaptor activity
GO:0004151	dihydroorotase activity
GO:0019856	pyrimidine nucleobase biosynthetic process
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0090730	Las1 complex
GO:0048441	petal development
GO:0055087	Ski complex
GO:0006271	DNA strand elongation involved in DNA replication
GO:0004127	(d)CMP kinase activity
GO:0009041	UMP/dUMP kinase activity
GO:0072528	pyrimidine-containing compound biosynthetic process
GO:0009123	nucleoside monophosphate metabolic process
GO:0019148	D-cysteine desulfhydrase activity
GO:0004046	aminoacylase activity
GO:0004416	hydroxyacylglutathione hydrolase activity
GO:0017116	single-stranded DNA helicase activity
GO:0008172	S-methyltransferase activity
GO:1901605	alpha-amino acid metabolic process
GO:0005689	U12-type spliceosomal complex
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0031415	NatA complex
GO:0006474	N-terminal protein amino acid acetylation
GO:0004822	isoleucine-tRNA ligase activity
GO:0006428	isoleucyl-tRNA aminoacylation
GO:0000808	origin recognition complex
GO:0010109	regulation of photosynthesis
GO:0042794	plastid rRNA transcription
GO:0080022	primary root development
GO:0140899	plastid gene expression
GO:1900069	regulation of cellular hyperosmotic salinity response
GO:1900140	regulation of seedling development
GO:2000070	regulation of response to water deprivation
GO:2001057	reactive nitrogen species metabolic process
GO:0045037	protein import into chloroplast stroma
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0004366	glycerol-3-phosphate O-acyltransferase activity
GO:0006650	glycerophospholipid metabolic process
GO:0061077	chaperone-mediated protein folding
GO:0001735	prenylcysteine oxidase activity
GO:0030328	prenylcysteine catabolic process
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0004585	ornithine carbamoyltransferase activity
GO:0006591	ornithine metabolic process
GO:0005047	signal recognition particle binding
GO:0005785	signal recognition particle receptor complex
GO:0004053	arginase activity
GO:0009064	glutamine family amino acid metabolic process
GO:0051920	peroxiredoxin activity
GO:0050265	RNA uridylyltransferase activity
GO:0061157	mRNA destabilization
GO:1902494	catalytic complex
GO:0019213	deacetylase activity
GO:0003879	ATP phosphoribosyltransferase activity
GO:0008419	RNA lariat debranching enzyme activity
GO:0006833	water transport
GO:0015250	water channel activity
GO:0019755	one-carbon compound transport
GO:0070938	contractile ring
GO:0033855	nicotianamine aminotransferase activity
GO:0016471	vacuolar proton-transporting V-type ATPase complex
GO:0003941	L-serine ammonia-lyase activity
GO:0006563	L-serine metabolic process
GO:0051512	positive regulation of unidimensional cell growth
GO:1900457	regulation of brassinosteroid mediated signaling pathway
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0046496	nicotinamide nucleotide metabolic process
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
GO:0006560	proline metabolic process
GO:0080005	photosystem stoichiometry adjustment
GO:2001141	regulation of RNA biosynthetic process
GO:0009306	protein secretion
GO:0004799	thymidylate synthase activity
GO:0004146	dihydrofolate reductase activity
GO:0006231	dTMP biosynthetic process
GO:0016741	transferase activity, transferring one-carbon groups
GO:0019211	phosphatase activator activity
GO:0048657	anther wall tapetum cell differentiation
GO:0090351	seedling development
GO:0004419	hydroxymethylglutaryl-CoA lyase activity
GO:0045430	chalcone isomerase activity
GO:0051382	kinetochore assembly
GO:0010179	IAA-Ala conjugate hydrolase activity
GO:0004048	anthranilate phosphoribosyltransferase activity
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0004421	hydroxymethylglutaryl-CoA synthase activity
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway
GO:0006084	acetyl-CoA metabolic process
GO:0000293	ferric-chelate reductase activity
GO:0045088	regulation of innate immune response
GO:0004609	phosphatidylserine decarboxylase activity
GO:0044715	8-oxo-dGDP phosphatase activity
GO:0004792	thiosulfate sulfurtransferase activity
GO:0045333	cellular respiration
GO:0048039	ubiquinone binding
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
GO:0004156	dihydropteroate synthase activity
GO:0051123	RNA polymerase II preinitiation complex assembly
GO:0055056	D-glucose transmembrane transporter activity
GO:0008645	hexose transmembrane transport
