gene_id	ko_list
TraesCS6B02G126000	K02725
TraesCS6B02G126100	K28359
TraesCS6B02G126400	K05016
TraesCS6B02G126600	K09286
TraesCS6B02G126700	K09286
TraesCS6B02G126800	K05016
TraesCS6B02G126900	K11548
TraesCS6B02G127000	K09419
TraesCS6B02G127300	K00278
TraesCS6B02G127400	K17710
TraesCS6B02G128000	K14709
TraesCS6B02G128100	K06632
TraesCS6B02G128200	K27538
TraesCS6B02G128300	K27538
TraesCS6B02G128800	K13789
TraesCS6B02G128900	K13201;K25102
TraesCS6B02G129300	K13431
TraesCS6B02G129600	K02331
TraesCS6B02G129800	K08054
TraesCS6B02G130100	K08054
TraesCS6B02G130300	K13789
TraesCS6B02G130900	K02434
TraesCS6B02G131100	K01322
TraesCS6B02G131700	K02126
TraesCS6B02G132300	K11498
TraesCS6B02G133100	K15193
TraesCS6B02G134000	K24260
TraesCS6B02G134600	K10523
TraesCS6B02G134800	K02906
TraesCS6B02G134900	K10523
TraesCS6B02G135100	K13680
TraesCS6B02G135400	K12830
TraesCS6B02G135800	K04498
TraesCS6B02G135900	K03438
TraesCS6B02G136300	K09667
TraesCS6B02G136400	K24772
TraesCS6B02G136500	K01698
TraesCS6B02G136800	K18195
TraesCS6B02G136900	K18195
TraesCS6B02G137000	K13466
TraesCS6B02G137100	K14836
TraesCS6B02G137200	K07300
TraesCS6B02G137300	K28175
TraesCS6B02G137700	K02516
TraesCS6B02G138200	K28174
TraesCS6B02G138300	K19893
TraesCS6B02G138500	K01853
TraesCS6B02G138600	K11975
TraesCS6B02G139000	K01853
TraesCS6B02G139200	K17508
TraesCS6B02G139300	K08869
TraesCS6B02G139500	K19011
TraesCS6B02G139700	K20417
TraesCS6B02G140000	K16570
TraesCS6B02G140100	K17790
TraesCS6B02G140600	K08770
TraesCS6B02G140700	K12403
TraesCS6B02G140900	K03262
TraesCS6B02G141000	K03262
TraesCS6B02G141100	K15634
TraesCS6B02G141300	K14486
TraesCS6B02G141400	K12446
TraesCS6B02G141500	K07052
TraesCS6B02G141600	K14303
TraesCS6B02G142500	K14777
TraesCS6B02G142600	K13457
TraesCS6B02G142700	K22390
TraesCS6B02G142800	K05812
TraesCS6B02G143400	K14488
TraesCS6B02G143500	K14488
TraesCS6B02G143600	K13102
TraesCS6B02G143700	K12828
TraesCS6B02G143800	K00902
TraesCS6B02G144000	K03257
TraesCS6B02G144200	K13457
TraesCS6B02G144300	K17435
TraesCS6B02G144400	K08237
TraesCS6B02G144500	K03028
TraesCS6B02G144600	K06947
TraesCS6B02G144900	K11251
TraesCS6B02G145100	K11548
TraesCS6B02G145200	K11251
TraesCS6B02G145600	K05658
TraesCS6B02G145700	K05658
TraesCS6B02G146100	K15505
TraesCS6B02G146300	K20535
TraesCS6B02G146500	K00430
TraesCS6B02G146800	K13464
TraesCS6B02G147000	K27103
TraesCS6B02G147200	K03262
TraesCS6B02G148000	K08770
TraesCS6B02G148100	K07195
TraesCS6B02G148200	K17506
TraesCS6B02G148400	K13457
TraesCS6B02G148700	K09338
TraesCS6B02G148800	K09338
TraesCS6B02G149000	K09338
TraesCS6B02G149100	K19042
TraesCS6B02G149600	K22745
TraesCS6B02G149800	K12115
TraesCS6B02G150300	K01179
TraesCS6B02G150600	K01586
TraesCS6B02G151000	K10664
TraesCS6B02G151700	K13457
TraesCS6B02G151900	K16251
TraesCS6B02G152300	K27589
TraesCS6B02G152600	K27589
TraesCS6B02G152700	K27589
TraesCS6B02G152800	K27589
TraesCS6B02G152900	K27589
TraesCS6B02G153000	K13457
TraesCS6B02G153100	K27589
TraesCS6B02G153300	K27589
TraesCS6B02G153400	K27589
TraesCS6B02G153500	K27589
TraesCS6B02G153700	K27589
TraesCS6B02G153800	K09285
TraesCS6B02G153900	K10527
TraesCS6B02G159200	K03596;K21594
TraesCS6B02G159400	K09264
TraesCS6B02G159600	K09286
TraesCS6B02G159800	K09499
TraesCS6B02G160000	K06041
TraesCS6B02G160100	K26561
TraesCS6B02G160200	K18801
TraesCS6B02G160400	K15718
TraesCS6B02G160700	K23280
TraesCS6B02G160800	K03787
TraesCS6B02G161400	K13457
TraesCS6B02G161600	K18980
TraesCS6B02G161700	K12196
TraesCS6B02G161800	K12599
TraesCS6B02G162100	K14015
TraesCS6B02G162200	K24193
TraesCS6B02G163200	K28090
TraesCS6B02G163500	K13466
TraesCS6B02G164000	K13466
TraesCS6B02G164300	K13466
TraesCS6B02G164400	K00430
TraesCS6B02G164500	K13466
TraesCS6B02G164600	K08770
TraesCS6B02G164700	K08770
TraesCS6B02G164900	K08770
TraesCS6B02G165600	K02955
TraesCS6B02G166200	K00430
TraesCS6B02G166400	K20855
TraesCS6B02G166600	K12850
TraesCS6B02G167000	K13719
TraesCS6B02G167100	K14486
TraesCS6B02G167300	K00799
TraesCS6B02G167400	K00799
TraesCS6B02G167500	K00799
TraesCS6B02G167600	K00799
TraesCS6B02G167800	K28434
TraesCS6B02G168400	K01728
TraesCS6B02G168500	K01942
TraesCS6B02G168600	K01011
TraesCS6B02G168700	K01011
TraesCS6B02G168800	K05681
TraesCS6B02G169000	K21456
TraesCS6B02G169200	K03678;K12589
TraesCS6B02G169300	K07375
TraesCS6B02G169500	K14488
TraesCS6B02G169600	K03188
TraesCS6B02G169700	K00457
TraesCS6B02G170400	K07192
TraesCS6B02G170600	K22686
TraesCS6B02G170700	K05658
TraesCS6B02G171000	K14638
TraesCS6B02G171600	K01749
TraesCS6B02G172400	K23541
TraesCS6B02G173000	K00696
TraesCS6B02G173100	K20032
TraesCS6B02G173500	K10632
TraesCS6B02G174200	K02735
TraesCS6B02G174300	K08099
TraesCS6B02G174400	K14491
TraesCS6B02G174500	K03695
TraesCS6B02G174700	K00036
TraesCS6B02G174800	K02149
TraesCS6B02G174900	K14016
TraesCS6B02G175100	K28580
TraesCS6B02G175200	K00788;K00941;K14153
TraesCS6B02G175400	K18162
TraesCS6B02G175600	K09753
TraesCS6B02G175700	K01850
TraesCS6B02G175800	K09747
TraesCS6B02G176000	K12158
TraesCS6B02G176100	K05610
TraesCS6B02G176200	K17499
TraesCS6B02G176300	K00103
TraesCS6B02G176400	K02927
TraesCS6B02G176600	K18121
TraesCS6B02G176700	K12842
TraesCS6B02G176800	K15382
TraesCS6B02G177000	K08330
TraesCS6B02G177200	K07297
TraesCS6B02G177300	K19600
TraesCS6B02G177400	K10839
TraesCS6B02G177600	K22314
TraesCS6B02G177700	K07023
TraesCS6B02G177800	K08835
TraesCS6B02G178000	K15404
TraesCS6B02G178400	K03021
TraesCS6B02G178700	K07342
TraesCS6B02G179000	K12135
TraesCS6B02G179200	K00875
TraesCS6B02G179400	K00875
TraesCS6B02G179900	K01904
TraesCS6B02G180100	K11098
TraesCS6B02G180500	K01792
TraesCS6B02G180700	K01537
TraesCS6B02G181100	K26497
TraesCS6B02G181200	K10583
TraesCS6B02G181500	K13105
TraesCS6B02G181700	K22683
TraesCS6B02G182000	K23558
TraesCS6B02G182300	K11000
TraesCS6B02G182500	K25784
TraesCS6B02G182600	K24976
TraesCS6B02G182900	K28077
TraesCS6B02G183500	K28175
TraesCS6B02G183600	K00135;K17761
TraesCS6B02G183800	K26935
TraesCS6B02G183900	K06969
TraesCS6B02G184100	K00968
TraesCS6B02G184500	K24543
TraesCS6B02G184600	K03190
TraesCS6B02G184800	K17686
TraesCS6B02G185400	K00134
TraesCS6B02G185700	K08066
TraesCS6B02G186100	K05953
TraesCS6B02G186200	K01092
TraesCS6B02G186400	K02437
TraesCS6B02G186700	K09264
TraesCS6B02G187200	K23877
TraesCS6B02G187400	K05953
TraesCS6B02G187500	K00927
TraesCS6B02G187600	K09560
TraesCS6B02G188100	K26544
TraesCS6B02G188300	K17991
TraesCS6B02G188500	K03064
TraesCS6B02G189400	K02935
TraesCS6B02G189600	K11885
TraesCS6B02G190600	K12486
TraesCS6B02G190900	K21867
TraesCS6B02G191200	K16223
TraesCS6B02G191300	K19562
TraesCS6B02G191500	K08909
TraesCS6B02G191800	K27746
TraesCS6B02G191900	K08472
TraesCS6B02G192100	K09458
TraesCS6B02G192200	K01555
TraesCS6B02G192300	K01213
TraesCS6B02G192400	K17686
TraesCS6B02G192500	K07277
TraesCS6B02G192600	K07238
TraesCS6B02G192700	K09529
TraesCS6B02G193000	K09955
TraesCS6B02G193200	K14431
TraesCS6B02G193300	K16810
TraesCS6B02G193400	K00454
TraesCS6B02G194000	K22825
TraesCS6B02G194400	K00815
TraesCS6B02G194700	K01647
TraesCS6B02G194900	K03794
TraesCS6B02G195300	K20362
TraesCS6B02G195600	K15135
TraesCS6B02G195700	K18442
TraesCS6B02G197100	K24138;K24140
TraesCS6B02G197200	K13680
TraesCS6B02G197300	K00789
TraesCS6B02G197400	K17906
TraesCS6B02G197500	K22768
TraesCS6B02G198100	K27811
TraesCS6B02G198500	K11251
TraesCS6B02G198600	K11583
TraesCS6B02G199000	K01076
TraesCS6B02G199400	K06443
TraesCS6B02G199600	K15216
TraesCS6B02G199700	K05658
TraesCS6B02G199800	K09286
TraesCS6B02G199900	K13456
TraesCS6B02G200000	K18482
TraesCS6B02G200600	K15131
TraesCS6B02G200800	K02970
TraesCS6B02G201100	K13153
TraesCS6B02G201300	K14709
TraesCS6B02G201600	K00083
TraesCS6B02G201700	K09422
TraesCS6B02G202700	K01126
TraesCS6B02G203000	K07130
TraesCS6B02G203100	K07130
TraesCS6B02G203200	K07130
TraesCS6B02G204800	K01866
TraesCS6B02G205000	K13447
TraesCS6B02G205200	K04075
TraesCS6B02G205500	K16297
TraesCS6B02G205900	K08711
TraesCS6B02G206100	K06685
TraesCS6B02G206400	K15044
TraesCS6B02G206500	K17302
TraesCS6B02G206600	K14780
TraesCS6B02G206700	K11593
TraesCS6B02G206800	K03301
TraesCS6B02G207000	K15397
TraesCS6B02G207100	K03066
TraesCS6B02G207300	K15639
TraesCS6B02G207500	K03880
TraesCS6B02G208000	K02982
TraesCS6B02G208100	K02689
TraesCS6B02G209000	K27970
TraesCS6B02G209300	K06934
TraesCS6B02G209600	K16241
TraesCS6B02G209800	K07126
TraesCS6B02G210000	K14684
TraesCS6B02G210100	K14310
TraesCS6B02G210200	K06067
TraesCS6B02G210300	K09286
TraesCS6B02G210600	K13993
TraesCS6B02G210700	K10268;K14515
TraesCS6B02G210800	K28095
TraesCS6B02G211000	K08486
TraesCS6B02G211800	K00784
TraesCS6B02G211900	K01728
TraesCS6B02G212100	K17602
TraesCS6B02G212400	K24184
TraesCS6B02G212600	K06067
TraesCS6B02G213100	K14399
TraesCS6B02G213200	K04382
TraesCS6B02G213300	K01723
TraesCS6B02G213700	K08776
TraesCS6B02G213900	K15264
TraesCS6B02G214200	K05290
TraesCS6B02G214700	K00279
TraesCS6B02G214900	K28360
TraesCS6B02G215000	K00799;K03233
TraesCS6B02G215100	K04424
TraesCS6B02G215400	K22733
TraesCS6B02G215700	K01726
TraesCS6B02G215900	K27887
TraesCS6B02G216000	K14213
TraesCS6B02G216100	K13210
TraesCS6B02G216800	K04354
TraesCS6B02G217200	K01738
TraesCS6B02G217300	K20771
TraesCS6B02G217600	K26502
TraesCS6B02G218000	K09286
TraesCS6B02G218100	K02147
TraesCS6B02G219200	K15031
TraesCS6B02G219400	K02551;K14759
TraesCS6B02G219500	K14759
TraesCS6B02G219700	K02888
TraesCS6B02G219800	K14376
TraesCS6B02G220100	K05573
TraesCS6B02G220300	K28357
TraesCS6B02G220700	K22733
TraesCS6B02G220900	K10639
TraesCS6B02G221000	K08238
TraesCS6B02G221100	K13347
TraesCS6B02G221400	K11805
TraesCS6B02G221800	K18467
TraesCS6B02G222000	K17550
TraesCS6B02G222200	K27970
TraesCS6B02G223100	K01595
TraesCS6B02G223200	K05285
TraesCS6B02G223400	K17710
TraesCS6B02G223600	K03688;K08869
TraesCS6B02G223700	K13416;K13418
TraesCS6B02G223900	K11842
TraesCS6B02G224000	K15272
TraesCS6B02G224100	K12118
TraesCS6B02G224400	K10418
TraesCS6B02G224600	K19525
TraesCS6B02G224800	K06207
TraesCS6B02G224900	K17506
TraesCS6B02G225000	K19039
TraesCS6B02G225100	K01113
TraesCS6B02G225200	K23947
TraesCS6B02G225600	K02934
TraesCS6B02G225700	K14820
TraesCS6B02G226200	K08857
TraesCS6B02G226700	K01126
TraesCS6B02G226900	K17275
TraesCS6B02G227200	K01922
TraesCS6B02G227300	K20855
TraesCS6B02G227700	K11290
TraesCS6B02G227900	K08901
TraesCS6B02G228100	K25102
TraesCS6B02G228600	K27696
TraesCS6B02G228700	K07342
TraesCS6B02G228900	K17080
TraesCS6B02G229200	K00411
TraesCS6B02G229300	K12275
TraesCS6B02G229400	K10880
TraesCS6B02G230300	K02934
TraesCS6B02G230400	K07877
TraesCS6B02G230500	K11087
TraesCS6B02G230600	K01497;K02858;K14652
TraesCS6B02G231000	K03544
TraesCS6B02G231100	K11095
TraesCS6B02G231200	K08819
TraesCS6B02G231600	K12574
TraesCS6B02G231700	K11855
TraesCS6B02G231800	K15084
TraesCS6B02G231900	K15292
TraesCS6B02G232600	K02982
TraesCS6B02G232800	K02128
TraesCS6B02G233000	K02128
TraesCS6B02G233100	K02707
TraesCS6B02G233700	K06620
TraesCS6B02G233800	K03696
TraesCS6B02G234000	K02974
TraesCS6B02G234500	K02261
TraesCS6B02G234600	K00330;K03880
TraesCS6B02G234700	K02950
TraesCS6B02G234800	K02689
TraesCS6B02G235000	K00030
TraesCS6B02G235500	K23334
TraesCS6B02G235900	K10858
TraesCS6B02G236000	K23541
TraesCS6B02G236300	K00276
TraesCS6B02G236400	K02640
TraesCS6B02G236800	K17987
TraesCS6B02G237700	K09286
TraesCS6B02G237900	K28558
TraesCS6B02G238000	K00737
TraesCS6B02G238400	K14822
TraesCS6B02G238500	K00030
TraesCS6B02G238600	K02358
TraesCS6B02G238700	K26563
TraesCS6B02G238800	K26563
TraesCS6B02G238900	K08287
TraesCS6B02G239100	K18723
TraesCS6B02G239500	K12195
TraesCS6B02G239800	K14832
TraesCS6B02G240500	K18584
TraesCS6B02G240700	K14568
TraesCS6B02G241000	K10251
TraesCS6B02G241500	K11137
TraesCS6B02G242700	K03037
TraesCS6B02G242900	K05391
TraesCS6B02G243100	K00036;K15156
TraesCS6B02G243300	K03593
TraesCS6B02G243500	K00228
TraesCS6B02G243600	K01265
TraesCS6B02G243700	K00134
TraesCS6B02G243800	K17710
TraesCS6B02G244100	K08818
TraesCS6B02G244200	K15031
TraesCS6B02G244300	K12870
TraesCS6B02G244400	K16223
TraesCS6B02G244500	K26683
TraesCS6B02G244600	K20714
TraesCS6B02G245000	K01759
TraesCS6B02G245100	K03526
TraesCS6B02G245700	K20628
TraesCS6B02G245900	K11968
TraesCS6B02G246300	K15429
TraesCS6B02G246600	K15026
TraesCS6B02G247000	K07407
TraesCS6B02G247200	K13212
TraesCS6B02G247400	K00079
TraesCS6B02G247500	K17800
TraesCS6B02G247900	K01653
TraesCS6B02G248300	K15382
TraesCS6B02G248400	K12135
TraesCS6B02G248500	K12896
TraesCS6B02G249000	K01611
TraesCS6B02G249300	K28423
TraesCS6B02G249400	K13065;K25042
TraesCS6B02G249500	K12883
TraesCS6B02G249600	K00550
TraesCS6B02G249700	K03687
TraesCS6B02G249900	K11267
TraesCS6B02G250000	K03098
TraesCS6B02G250200	K22827
TraesCS6B02G251300	K14763
TraesCS6B02G251500	K20301
TraesCS6B02G251600	K00759
TraesCS6B02G251900	K15281
TraesCS6B02G252000	K09285
TraesCS6B02G252200	K26224
TraesCS6B02G252800	K13420
TraesCS6B02G253200	K16578
TraesCS6B02G253300	K01354
TraesCS6B02G253400	K05925
TraesCS6B02G253600	K00962
TraesCS6B02G253900	K12127
TraesCS6B02G254000	K11130
TraesCS6B02G254200	K09422
TraesCS6B02G254300	K22985
TraesCS6B02G254400	K07114
TraesCS6B02G254500	K22698
TraesCS6B02G254800	K03320
TraesCS6B02G255100	K15404
TraesCS6B02G255300	K14488
TraesCS6B02G255400	K14488
TraesCS6B02G255800	K01900
TraesCS6B02G255900	K17756
TraesCS6B02G256000	K08960
TraesCS6B02G256100	K03859
TraesCS6B02G256400	K04567
TraesCS6B02G256600	K25079
TraesCS6B02G256800	K02110
TraesCS6B02G256900	K02875
TraesCS6B02G257000	K09422
TraesCS6B02G257100	K09422
TraesCS6B02G257200	K09422
TraesCS6B02G257300	K09422
TraesCS6B02G257400	K22809
TraesCS6B02G257500	K08176
TraesCS6B02G257600	K12119
TraesCS6B02G257900	K00856
TraesCS6B02G258400	K10775;K13064
TraesCS6B02G258500	K10775
TraesCS6B02G258600	K10775
TraesCS6B02G258700	K05391
TraesCS6B02G258800	K14486
TraesCS6B02G259000	K09872
TraesCS6B02G259100	K27625
TraesCS6B02G259200	K04125
TraesCS6B02G259400	K23292
TraesCS6B02G259600	K14327
TraesCS6B02G259700	K14492
TraesCS6B02G259800	K12489
TraesCS6B02G259900	K15199
TraesCS6B02G260100	K01082
TraesCS6B02G260400	K14413
TraesCS6B02G260500	K00275;K17759;K23998
TraesCS6B02G260700	K01501;K13035
TraesCS6B02G260800	K01501;K13035
TraesCS6B02G261000	K01501;K13035
TraesCS6B02G261400	K20309
TraesCS6B02G261700	K16297
TraesCS6B02G262000	K01358
TraesCS6B02G262200	K17508
TraesCS6B02G262300	K10739
TraesCS6B02G262600	K16221
TraesCS6B02G262700	K05527;K22066
TraesCS6B02G262900	K10268
TraesCS6B02G263200	K00001
TraesCS6B02G263800	K09286
TraesCS6B02G263900	K20241
TraesCS6B02G264000	K18998
TraesCS6B02G264400	K20628
TraesCS6B02G264500	K10666
TraesCS6B02G264900	K17278
TraesCS6B02G265100	K28540
TraesCS6B02G265200	K09422
TraesCS6B02G265300	K12614
TraesCS6B02G265400	K09422
TraesCS6B02G265500	K02201
TraesCS6B02G265600	K12502
TraesCS6B02G265800	K08360
TraesCS6B02G265900	K28108
TraesCS6B02G266000	K13667
TraesCS6B02G266100	K28681
TraesCS6B02G266200	K25796
TraesCS6B02G266600	K16281
TraesCS6B02G267000	K06013
TraesCS6B02G267600	K12451
TraesCS6B02G267700	K15403
TraesCS6B02G268100	K09286
TraesCS6B02G268200	K10624
TraesCS6B02G268300	K27970
TraesCS6B02G268700	K09286
TraesCS6B02G268800	K01520
TraesCS6B02G269000	K03327
TraesCS6B02G269100	K13519
TraesCS6B02G269200	K03137
TraesCS6B02G269700	K09338
TraesCS6B02G270300	K25841
TraesCS6B02G270400	K08867
TraesCS6B02G270600	K05925
TraesCS6B02G270700	K06963
TraesCS6B02G270900	K11593
TraesCS6B02G271000	K25870
TraesCS6B02G271500	K14209
TraesCS6B02G271600	K25507
TraesCS6B02G272500	K23333
TraesCS6B02G272700	K22048
TraesCS6B02G272900	K06173
TraesCS6B02G273900	K03355
TraesCS6B02G274100	K10696
TraesCS6B02G274200	K09286
TraesCS6B02G274300	K09286
TraesCS6B02G274500	K09286
TraesCS6B02G274600	K09503
TraesCS6B02G274800	K00930
TraesCS6B02G275100	K09873
TraesCS6B02G275200	K13124
TraesCS6B02G275600	K10268
TraesCS6B02G275700	K20628
TraesCS6B02G275800	K20628
TraesCS6B02G275900	K08497
TraesCS6B02G276200	K13337
TraesCS6B02G276300	K01087
TraesCS6B02G276700	K00789
TraesCS6B02G276800	K00789
TraesCS6B02G276900	K22904
TraesCS6B02G277000	K28681
TraesCS6B02G277400	K27747
TraesCS6B02G277600	K05765
TraesCS6B02G277800	K00344
TraesCS6B02G277900	K28058
TraesCS6B02G278100	K00432
TraesCS6B02G278200	K01280
TraesCS6B02G278300	K15193
TraesCS6B02G279100	K03636;K21232
TraesCS6B02G279200	K09872
TraesCS6B02G279300	K20717
TraesCS6B02G279400	K15398
TraesCS6B02G279600	K03457
TraesCS6B02G279700	K27164
TraesCS6B02G280000	K03294
TraesCS6B02G280300	K04715
TraesCS6B02G280400	K05349;K15920
TraesCS6B02G280500	K01805
TraesCS6B02G280600	K22763
TraesCS6B02G280700	K01704
TraesCS6B02G280800	K09286
TraesCS6B02G280900	K28271
TraesCS6B02G281000	K09286
TraesCS6B02G281200	K05609
TraesCS6B02G281300	K03129
TraesCS6B02G281400	K08286
TraesCS6B02G281500	K17080
TraesCS6B02G281600	K05607
TraesCS6B02G281700	K05607
TraesCS6B02G281800	K16818
TraesCS6B02G282100	K13783
TraesCS6B02G282200	K02884
TraesCS6B02G282300	K28681
TraesCS6B02G282400	K23538
TraesCS6B02G282500	K28581
TraesCS6B02G282800	K01051
TraesCS6B02G283300	K23093
TraesCS6B02G283400	K08287
TraesCS6B02G283700	K14648
TraesCS6B02G284000	K23490
TraesCS6B02G284200	K13696
TraesCS6B02G284300	K09338
TraesCS6B02G285100	K03676
TraesCS6B02G285500	K11498
TraesCS6B02G285600	K08331
TraesCS6B02G285700	K22736
TraesCS6B02G285800	K09553
TraesCS6B02G285900	K01369
TraesCS6B02G286100	K14488
TraesCS6B02G286200	K28548
TraesCS6B02G286400	K09264
TraesCS6B02G286500	K16281
TraesCS6B02G286700	K11805
TraesCS6B02G286800	K17781
TraesCS6B02G286900	K09287
TraesCS6B02G287600	K14315
TraesCS6B02G288000	K11254
TraesCS6B02G288300	K13065
TraesCS6B02G288600	K13412
TraesCS6B02G288700	K19040
TraesCS6B02G289000	K25877
TraesCS6B02G289500	K19042
TraesCS6B02G289600	K03849
TraesCS6B02G289700	K10663
TraesCS6B02G290300	K02881
TraesCS6B02G290500	K26554
TraesCS6B02G290600	K01102
TraesCS6B02G290700	K27970
TraesCS6B02G290800	K11826
TraesCS6B02G291100	K23953
TraesCS6B02G291200	K28356
TraesCS6B02G291300	K10664
TraesCS6B02G291700	K07441
TraesCS6B02G291800	K11855
TraesCS6B02G291900	K05658
TraesCS6B02G292200	K22767
TraesCS6B02G292500	K09422
TraesCS6B02G293100	K05925
TraesCS6B02G293200	K05925
TraesCS6B02G293300	K08770
TraesCS6B02G293500	K08235
TraesCS6B02G293700	K28174
TraesCS6B02G294100	K01904
TraesCS6B02G294300	K17681
TraesCS6B02G294600	K19995
TraesCS6B02G294700	K00855
TraesCS6B02G294900	K28583
TraesCS6B02G295000	K14638
TraesCS6B02G295500	K02870
TraesCS6B02G295600	K14638
TraesCS6B02G295700	K03164
TraesCS6B02G296000	K13127
TraesCS6B02G296200	K03363
TraesCS6B02G296300	K28175
TraesCS6B02G296400	K17893
TraesCS6B02G296700	K08829
TraesCS6B02G297000	K05928
TraesCS6B02G297300	K04708
TraesCS6B02G297400	K27936
TraesCS6B02G297700	K15031
TraesCS6B02G297800	K19882
TraesCS6B02G297900	K18670
TraesCS6B02G298500	K09843
TraesCS6B02G298800	K09840
TraesCS6B02G299700	K00611
TraesCS6B02G299800	K01507
TraesCS6B02G299900	K10756
TraesCS6B02G300000	K15078
TraesCS6B02G300200	K19600
TraesCS6B02G300500	K27970
TraesCS6B02G300700	K11344
TraesCS6B02G300900	K17681
TraesCS6B02G301200	K08232
TraesCS6B02G301300	K08232
TraesCS6B02G301800	K00876
TraesCS6B02G301900	K03868
TraesCS6B02G302400	K00122
TraesCS6B02G302500	K00817
TraesCS6B02G302700	K02113;K02137
TraesCS6B02G302900	K25378
TraesCS6B02G303100	K10523
TraesCS6B02G303300	K20168
TraesCS6B02G303400	K27866
TraesCS6B02G304100	K03655
TraesCS6B02G304200	K09486
TraesCS6B02G305400	K22686
TraesCS6B02G305500	K23869
TraesCS6B02G306000	K00021
TraesCS6B02G306100	K06934
TraesCS6B02G306300	K00384
TraesCS6B02G306600	K25006
TraesCS6B02G306700	K22848
TraesCS6B02G307200	K00895
TraesCS6B02G307400	K03253
TraesCS6B02G307800	K14006
TraesCS6B02G307900	K01653
TraesCS6B02G308100	K20308
TraesCS6B02G308200	K00948
TraesCS6B02G308300	K16290
TraesCS6B02G309100	K07018
TraesCS6B02G309200	K26554
TraesCS6B02G309300	K10256
TraesCS6B02G309400	K10256
TraesCS6B02G309500	K10256
TraesCS6B02G309600	K03255
TraesCS6B02G310000	K00621
TraesCS6B02G310100	K02910
TraesCS6B02G310500	K15687
TraesCS6B02G310600	K05863
TraesCS6B02G310700	K01868
TraesCS6B02G310800	K12462
TraesCS6B02G310900	K17275
TraesCS6B02G311200	K16732
TraesCS6B02G311900	K07555
TraesCS6B02G312000	K22683
TraesCS6B02G312100	K03281
TraesCS6B02G312200	K22683
TraesCS6B02G312300	K22683
TraesCS6B02G313500	K26544
TraesCS6B02G313700	K01866
TraesCS6B02G313800	K17086
TraesCS6B02G313900	K17086
TraesCS6B02G314000	K24917
TraesCS6B02G314200	K24917
TraesCS6B02G314300	K12486
TraesCS6B02G314600	K14509
TraesCS6B02G314700	K14945
TraesCS6B02G314800	K12616
TraesCS6B02G315100	K08238
TraesCS6B02G315200	K03012
TraesCS6B02G315300	K03012
TraesCS6B02G315600	K14835
TraesCS6B02G316100	K13456
TraesCS6B02G316400	K15445
TraesCS6B02G316600	K08065
TraesCS6B02G316700	K08065
TraesCS6B02G317300	K23280
TraesCS6B02G317400	K01652
TraesCS6B02G318200	K28412
TraesCS6B02G318300	K13120
TraesCS6B02G318700	K25786
TraesCS6B02G318800	K03262
TraesCS6B02G318900	K09705
TraesCS6B02G319000	K04773
TraesCS6B02G319400	K28194
TraesCS6B02G319500	K12135
TraesCS6B02G319800	K11129
TraesCS6B02G319900	K14545
TraesCS6B02G320200	K23877
TraesCS6B02G321100	K09338
TraesCS6B02G321200	K22683
TraesCS6B02G321600	K25841
TraesCS6B02G321900	K17471
TraesCS6B02G322000	K28792
TraesCS6B02G322300	K03549
TraesCS6B02G322700	K09264
TraesCS6B02G323000	K27319
TraesCS6B02G323500	K00565
TraesCS6B02G324000	K27970
TraesCS6B02G324200	K15397
TraesCS6B02G324300	K13464
TraesCS6B02G324400	K07955
TraesCS6B02G324600	K09422
TraesCS6B02G324700	K15166
TraesCS6B02G324800	K03549
TraesCS6B02G325300	K10418
TraesCS6B02G325400	K01179
TraesCS6B02G325600	K13448;K13974
TraesCS6B02G326100	K17991
TraesCS6B02G326200	K07766
TraesCS6B02G326300	K17991
TraesCS6B02G326500	K17991
TraesCS6B02G327400	K23010
TraesCS6B02G327500	K01915
TraesCS6B02G328000	K00965
TraesCS6B02G328200	K27854
TraesCS6B02G328300	K11699
TraesCS6B02G328400	K11699
TraesCS6B02G328500	K11699
TraesCS6B02G328700	K00207
TraesCS6B02G328900	K06171
TraesCS6B02G329000	K14780
TraesCS6B02G329700	K02634
TraesCS6B02G329800	K22736
TraesCS6B02G330100	K17098
TraesCS6B02G330900	K01087
TraesCS6B02G331000	K09286
TraesCS6B02G331100	K07053
TraesCS6B02G331300	K05349;K15920
TraesCS6B02G331400	K26544
TraesCS6B02G331600	K01834
TraesCS6B02G331800	K02933
TraesCS6B02G332100	K22683
TraesCS6B02G332300	K28515
TraesCS6B02G332900	K07407
TraesCS6B02G333000	K10770
TraesCS6B02G333100	K15031
TraesCS6B02G333200	K15031
TraesCS6B02G333300	K15031
TraesCS6B02G333500	K06110
TraesCS6B02G333600	K00891
TraesCS6B02G333700	K22530
TraesCS6B02G333800	K00430
TraesCS6B02G334000	K17479
TraesCS6B02G334400	K20474
TraesCS6B02G334600	K28364
TraesCS6B02G334700	K09285
TraesCS6B02G334800	K17279
TraesCS6B02G334900	K16221
TraesCS6B02G335200	K03869
TraesCS6B02G335400	K04713
TraesCS6B02G335700	K28555
TraesCS6B02G335900	K09874
TraesCS6B02G336000	K01551
TraesCS6B02G336300	K10960
TraesCS6B02G336400	K00703
TraesCS6B02G336500	K20628
TraesCS6B02G337000	K08472
TraesCS6B02G337200	K04424
TraesCS6B02G337300	K13947
TraesCS6B02G337600	K01469
TraesCS6B02G337900	K25897
TraesCS6B02G338300	K02986
TraesCS6B02G338700	K02950
TraesCS6B02G338900	K23643
TraesCS6B02G339400	K09291
